itemId,account,category,title,derivedSku,skuSource,price,stock,h,w,l,weightKg,dimSource,mlCategoryLocalId,existingProductId,action,error,newProductId,newListingId,commitError
"MLB3174950876","JOTABÊ AUTOPEÇAS","MLB63846","Retrovisor Uno Vivace Direito Manual 2014 2015","ML-MLB3174950876","fallback-itemId","143","1","15","15","15","0.6","cat:MLB63846->SMALL","cmmwc3po206vjvsakoqtqu96t","","create-new","","cmnwcpqng0001vs4wbqwfd1it","cmnwcpqxy0003vs4wiphs840b",""
"MLB3175671523","JOTABÊ AUTOPEÇAS","MLB192566","Bico Injetor Fiat Mobi 55266449","ML-MLB3175671523","fallback-itemId","72","1","10","10","10","0.3","cat:MLB192566->TINY","cmmwbywuu030cvsakj1w868fe","","create-new","","cmnwcpria0005vs4w9ot3bttg","cmnwcprqe0007vs4wbuwt7mnl",""
"MLB3189176379","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Uno Vivace 5202788","ML-MLB3189176379","fallback-itemId","136","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcpsah0009vs4w7hrx0891","cmnwcpsin000bvs4w93geb0j5",""
"MLB3189216682","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Uno Vivace 5202788 Direito Vermelho","ML-MLB3189216682","fallback-itemId","136","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcpt2s000dvs4wt94ey6fh","cmnwcptby000fvs4wcm1yr57c",""
"MLB3178192317","JOTABÊ AUTOPEÇAS","MLB22668","Bobina Ignição Kia Cerato/kia Soul/hb20 1.6 2730126010","ML-MLB3178192317","fallback-itemId","119","1","10","10","10","0.3","cat:MLB22668->TINY","cmmwbyvf602z6vsak89e5y7u4","","create-new","","cmnwcptwb000hvs4wapt5abyf","cmnwcpu4f000jvs4wyxjqv4i7",""
"MLB3175679909","JOTABÊ AUTOPEÇAS","MLB22668","Bobina Ignição Honda New Fit 1.4 16v City 1.5 16v Cm11-116","ML-MLB3175679909","fallback-itemId","98","1","10","10","10","0.3","cat:MLB22668->TINY","cmmwbyvf602z6vsak89e5y7u4","","create-new","","cmnwcpuoj000lvs4wr8ot62m4","cmnwcpuwl000nvs4wgcylymzl",""
"MLB3189105338","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Uno Vivace 2010 A 2014","ML-MLB3189105338","fallback-itemId","125","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcpvgr000pvs4w5cllarix","cmnwcpvor000rvs4wnlcxgqjf",""
"MLB3175725322","JOTABÊ AUTOPEÇAS","MLB192357","Tbi Fiat Argo Mobi 3 Cilindros 44gte3f4d","ML-MLB3175725322","fallback-itemId","251","1","15","15","15","0.6","cat:MLB192357->SMALL","cmmwbywwg030gvsakcglr48ww","","create-new","","cmnwcpw8v000tvs4wf7y1akf3","cmnwcpwgx000vvs4wkiszvi80",""
"MLB3175660570","JOTABÊ AUTOPEÇAS","MLB192566","Bico Injetor Fiat Mobi 55266449","ML-MLB3175660570","fallback-itemId","72","1","10","10","10","0.3","cat:MLB192566->TINY","cmmwbywuu030cvsakj1w868fe","","create-new","","cmnwcpx0z000xvs4w6vs35i7s","cmnwcpx8y000zvs4waof2py8l",""
"MLB3175685478","JOTABÊ AUTOPEÇAS","MLB192566","Bico Injetor Fiat Mobi 55266449","ML-MLB3175685478","fallback-itemId","72","1","10","10","10","0.3","cat:MLB192566->TINY","cmmwbywuu030cvsakj1w868fe","","create-new","","cmnwcpxsy0011vs4wag8j7pso","cmnwcpy140013vs4w5y1qf303",""
"MLB3185997713","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Lado Esquerdo Hb20 Cod: 924011s000","ML-MLB3185997713","fallback-itemId","186","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcpyl90015vs4w0jh8lam4","cmnwcpytf0017vs4w2cn8jp46",""
"MLB3185987562","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Lado Esquerdo Hb20 Cod: 924011s000","ML-MLB3185987562","fallback-itemId","186","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcpzdh0019vs4w1bjiyge4","cmnwcpzli001bvs4w4esz5d2f",""
"MLB3189214755","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Uno Vivace 5202789 Esquerdo Vermelho","ML-MLB3189214755","fallback-itemId","136","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcq05o001dvs4wn682uz3a","cmnwcq0es001fvs4wiguz985g",""
"MLB3185969556","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Hb20 924011s000 Original Usada","ML-MLB3185969556","fallback-itemId","158","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcq0yy001hvs4w7fy4w32b","cmnwcq170001jvs4w88939xpi",""
"MLB3178505221","JOTABÊ AUTOPEÇAS","MLB192362","Sensor Map Fiat Argo Cód: 261230268","ML-MLB3178505221","fallback-itemId","46","1","10","10","10","0.3","kw:TINY","cmmwc42ai075mvsakeg8w0mn0","","create-new","","cmnwcq1qy001lvs4w27vk7sfi","cmnwcq1z0001nvs4wimcmpwzf",""
"MLB3147041768","JOTABÊ AUTOPEÇAS","MLB63846","Retrovisor Gol G6 Direito Manual","ML-MLB3147041768","fallback-itemId","119.44","1","15","15","15","0.6","cat:MLB63846->SMALL","cmmwc3po206vjvsakoqtqu96t","","create-new","","cmnwcq2n2001pvs4wp19vrhyb","cmnwcq2v4001rvs4wfzwucmhe",""
"MLB3177890198","JOTABÊ AUTOPEÇAS","MLB22668","Bobina Ignição Renault Cod: 0 040 100 071","ML-MLB3177890198","fallback-itemId","93","1","10","10","10","0.3","cat:MLB22668->TINY","cmmwbyvf602z6vsak89e5y7u4","","create-new","","cmnwcq3f6001tvs4whmwhhdny","cmnwcq3n7001vvs4wu2vwbbfa",""
"MLB3189217362","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Uno Vivace 5202788 Direito Vermelho","ML-MLB3189217362","fallback-itemId","136","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcq47a001xvs4wfgkthipz","cmnwcq4fe001zvs4wiylh07re",""
"MLB3189158348","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Uno Vivace 2010 A 2014 5202789","ML-MLB3189158348","fallback-itemId","125","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcq4zm0021vs4wn59zn9zr","cmnwcq57l0023vs4ws4ibpsh6",""
"MLB3178274821","JOTABÊ AUTOPEÇAS","MLB22668","Bobina Ignição Kia Cerato/kia Soul/hb20 1.6 2730126010","ML-MLB3178274821","fallback-itemId","119","1","10","10","10","0.3","cat:MLB22668->TINY","cmmwbyvf602z6vsak89e5y7u4","","create-new","","cmnwcq5rk0025vs4w6cbi75vh","cmnwcq5zm0027vs4w0zz9aq4l",""
"MLB3229153979","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Volkswagen Up 2014 A 2019 Direito Bicolor","ML-MLB3229153979","fallback-itemId","165","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcq6jo0029vs4w7qjjwr9x","cmnwcq6ro002bvs4wsltapwtg",""
"MLB3204044764","JOTABÊ AUTOPEÇAS","MLB7863","Farol Direito Fox Foco Simples 2010 A 2014 Com Detalhe Direito","ML-MLB3204044764","fallback-itemId","201","1","30","40","50","5","cat:MLB7863->LARGE","cmmwbywfd0303vsak4zdag3wd","","create-new","","cmnwcq7bo002dvs4wq850nnai","cmnwcq7jp002fvs4wg0lpqiug",""
"MLB3226024353","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Chery Tiggo 2 Com Detalhe Esquerdo/motorista Bicolor","ML-MLB3226024353","fallback-itemId","185","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcq83p002hvs4wy122hyx7","cmnwcq8br002jvs4w1x36hegw",""
"MLB3208604896","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Ecosport 2004","ML-MLB3208604896","fallback-itemId","119","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcq8vs002lvs4war8gk7up","cmnwcq93x002nvs4wiwdkw9gs",""
"MLB3211987951","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Strada 6004792","ML-MLB3211987951","fallback-itemId","86","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcq9o0002pvs4wqpaq11d6","cmnwcq9w3002rvs4w7e1uc3zb",""
"MLB3206806195","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Chery Tiggo Esquerda 2016 A 2022 Esquerdo Bicolor","ML-MLB3206806195","fallback-itemId","318","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqag8002tvs4wkonls1k3","cmnwcqao9002vvs4w6fm89hy4",""
"MLB3208607782","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Lado Esquerdo Traseira Astra 1999 A 2001","ML-MLB3208607782","fallback-itemId","79","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqb8f002xvs4wa9iht9pc","cmnwcqbgh002zvs4wbxfub2rn",""
"MLB3229430003","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Lado Direito Volkswagen Paraty 90/96 Direito Tricolor","ML-MLB3229430003","fallback-itemId","28","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqc0k0031vs4wz1rol4nl","cmnwcqc8l0033vs4wuk1fp2qs",""
"MLB3203643426","JOTABÊ AUTOPEÇAS","MLB7863","Farol Fiat Uno Vivace Lado Direito Cód - 52038978 Direito","ML-MLB3203643426","fallback-itemId","346","1","30","40","50","5","cat:MLB7863->LARGE","cmmwbywfd0303vsak4zdag3wd","","create-new","","cmnwcqcsv0035vs4wc3eg8mat","cmnwcqd1d0037vs4wsvqkrtda",""
"MLB3204037088","JOTABÊ AUTOPEÇAS","MLB7863","Farol Fox Direito Simples 05z1941006j Com Detalhe  Direito","ML-MLB3204037088","fallback-itemId","185","1","30","40","50","5","cat:MLB7863->LARGE","cmmwbywfd0303vsak4zdag3wd","","create-new","","cmnwcqdlh0039vs4wyl2y974z","cmnwcqdtl003bvs4w8utxh6sy",""
"MLB3223230926","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Tampa Lado Esquerdo Fox Ano 2015/2019","ML-MLB3223230926","fallback-itemId","185","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqehm003dvs4wivadpgga","cmnwcqepr003fvs4wu4aixsjd",""
"MLB3229480898","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Volkswagen Up 2014 A 2019 Esquerdo Bicolor","ML-MLB3229480898","fallback-itemId","156","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqf9x003hvs4wwsysa9zs","cmnwcqfhy003jvs4w6831zrvu",""
"MLB3203755337","JOTABÊ AUTOPEÇAS","MLB7863","Farol Direito Fiat Uno Vivace 52039026 Esquerdo","ML-MLB3203755337","fallback-itemId","297","1","30","40","50","5","cat:MLB7863->LARGE","cmmwbywfd0303vsak4zdag3wd","","create-new","","cmnwcqg24003lvs4wonjciv8i","cmnwcqga8003nvs4wbf0fealx",""
"MLB3211885139","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Clio ","ML-MLB3211885139","fallback-itemId","119","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqgu9003pvs4wb8qgx777","cmnwcqh2f003rvs4wed6syjxq",""
"MLB3210847897","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Vw Fox/crossfox 2015 2021","ML-MLB3210847897","fallback-itemId","185","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqhml003tvs4whg37jlyv","cmnwcqhum003vvs4wchyqyppo",""
"MLB3205979532","JOTABÊ AUTOPEÇAS","MLB7863","Farol Lado Esquerdo Toyota Etios Cód - 81150-9802 Esquerdo","ML-MLB3205979532","fallback-itemId","414","1","30","40","50","5","cat:MLB7863->LARGE","cmmwbywfd0303vsak4zdag3wd","","create-new","","cmnwcqieq003xvs4wy70asx3s","cmnwcqimr003zvs4w2pwhjsy7",""
"MLB3210963854","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Fox Direito 2010 A 2014 Arteb Fumê","ML-MLB3210963854","fallback-itemId","145","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqj6r0041vs4w5m0g2af6","cmnwcqjet0043vs4w3i2vsqin",""
"MLB3206135949","JOTABÊ AUTOPEÇAS","MLB7863","Farol Ford Ecosport Esquerdo Fume Com Detalhe Esquerdo","ML-MLB3206135949","fallback-itemId","252","1","30","40","50","5","cat:MLB7863->LARGE","cmmwbywfd0303vsak4zdag3wd","","create-new","","cmnwcqjyn0045vs4wn5g66ym9","cmnwcqk6r0047vs4w35xynodz",""
"MLB3229165054","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Lado Direito Gm Sonic 2012/2015  Direito Bicolor","ML-MLB3229165054","fallback-itemId","180","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqkqp0049vs4wzlpexaz3","cmnwcqkyr004bvs4wkfy2kjyd",""
"MLB3212100876","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Ford Ecosport Com Detalhe Ano 2013/2017 Direito Bicolor","ML-MLB3212100876","fallback-itemId","119","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqlit004dvs4wh1x6lpkh","cmnwcqlqq004fvs4w1kf4tppf",""
"MLB3190210816","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Voyage G6  Importada  ","ML-MLB3190210816","fallback-itemId","125","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqmar004hvs4wes3rv51r","cmnwcqmiu004jvs4wkmok0hxu",""
"MLB3193268275","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Hb20 Sedan Direito Original Usado","ML-MLB3193268275","fallback-itemId","158","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqn2w004lvs4wu653vcbs","cmnwcqnay004nvs4wh8d8eb2p",""
"MLB3193139183","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Hb20 Lado Esquerdo Cód - 9240115100 Esquerdo Vermelho","ML-MLB3193139183","fallback-itemId","145","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqnv2004pvs4whtih2ji0","cmnwcqo34004rvs4wnlx0arc8",""
"MLB3191256234","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Tampa Traseira Esquerda Hb20 Hatch  Esquerdo/motorista Vermelho E Transparente","ML-MLB3191256234","fallback-itemId","79","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqona004tvs4wgrlz84wu","cmnwcqovc004vvs4wywjbq88k",""
"MLB3190234016","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Gol G5  2009 2012 Direito Original","ML-MLB3190234016","fallback-itemId","107","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqpfn004xvs4wqf3pjbz8","cmnwcqpno004zvs4w44rb3m12",""
"MLB3190291173","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Gol G5 2008 A 2012 Com Detalhe ","ML-MLB3190291173","fallback-itemId","65","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqqbs0051vs4wb6tsd3wn","cmnwcqqjx0053vs4w6watlpli",""
"MLB3195863332","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Lado Direito Corsa Com Detalhes 2002/2005 Direito Fumê","ML-MLB3195863332","fallback-itemId","33","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqr430055vs4wphm7rb3e","cmnwcqrc60057vs4wvdh8n42p",""
"MLB3193399208","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Direita Celta 2006 A 2014 Com Detalhe Direito/passageiro Vermelho","ML-MLB3193399208","fallback-itemId","39","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqrw80059vs4wlj11f2jb","cmnwcqs4c005bvs4wfvs51v5p",""
"MLB3193851984","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Lado Direito Celta Ano 2001 Até 2007 Direito Vermelho","ML-MLB3193851984","fallback-itemId","79","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqsoc005dvs4w7400yx6j","cmnwcqswc005fvs4wp0gw9f7t",""
"MLB3191111531","JOTABÊ AUTOPEÇAS","MLB191726","Lanterna Tampa Traseira Esquerdo Hb20 Hatch","ML-MLB3191111531","fallback-itemId","86","1","30","80","100","18","kw:XXLARGE","cmmwbywi70305vsak6l10dwm1","","create-new","","cmnwcqtgb005hvs4w7lqfzlcm","cmnwcqtog005jvs4w2u745eyf",""
"MLB3198963455","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Fiat Uno Vivace   2014/2018 Cód393 Direito/passageiro Fumê","ML-MLB3198963455","fallback-itemId","179","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqu8m005lvs4wwgildb6g","cmnwcqugs005nvs4w6mfzekkd",""
"MLB3193871375","JOTABÊ AUTOPEÇAS","MLB22645","Lantern Traseira Direita Corolla Com Detalhe Direito","ML-MLB3193871375","fallback-itemId","108","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqv0x005pvs4w2oortonq","cmnwcqv91005rvs4w4pubruip",""
"MLB3190242394","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Voyage G6 2013 A 2016 Lado Direito ","ML-MLB3190242394","fallback-itemId","145","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqvt5005tvs4wzugrazwx","cmnwcqw17005vvs4w0t7496cq",""
"MLB3191222198","JOTABÊ AUTOPEÇAS","MLB191726","Lanterna Tampa Traseira Direita Hb20 Hatch 92403-1s800","ML-MLB3191222198","fallback-itemId","79","1","30","80","100","18","kw:XXLARGE","cmmwbywi70305vsak6l10dwm1","","create-new","","cmnwcqwl7005xvs4wh86qgtke","cmnwcqwta005zvs4wp7ig3qwk",""
"MLB3193483302","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Celta Com Detalhe 2006 Até 2017  Direito Fumê","ML-MLB3193483302","fallback-itemId","40","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqxde0061vs4wxcjkxpr1","cmnwcqxld0063vs4wdvmg1xyb",""
"MLB3193762783","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Celta Ano 2001 Até 2007 Cód - 93383662 Direito/passageiro Vermelho","ML-MLB3193762783","fallback-itemId","79.63","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqy5j0065vs4wakjwb0wp","cmnwcqydj0067vs4wam7680sa",""
"MLB3190897096","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Hb20 Lado Direito  Direito Fumê","ML-MLB3190897096","fallback-itemId","145","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqyxm0069vs4wkgia7pmm","cmnwcqz5n006bvs4w69wxcxt6",""
"MLB3193834103","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Celta Com Detalhe Ano 2001 Até 2007  Direito Vermelho","ML-MLB3193834103","fallback-itemId","43","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcqzpr006dvs4whphheopz","cmnwcqzxu006fvs4wyvdz6oh7",""
"MLB3196065731","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Lado Esquerdo Hb20 Cód - 9240215100 Esquerdo Bicolor","ML-MLB3196065731","fallback-itemId","145","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcr0ht006hvs4wmg3dbouw","cmnwcr0pv006jvs4wcaajao8l",""
"MLB3193861509","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Chevrolet Cruze Hatch Peça Paralela  Direito Vermelho","ML-MLB3193861509","fallback-itemId","129","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcr1a0006lvs4w0bnpdz8b","cmnwcr1i1006nvs4we26nqhd6",""
"MLB3191317815","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Esquerda Voyage G6","ML-MLB3191317815","fallback-itemId","145","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcr266006pvs4wyxxo52eo","cmnwcr2e9006rvs4wwwa90h2c",""
"MLB3189061518","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Voyage G6 2013 2016 2122721","ML-MLB3189061518","fallback-itemId","220","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcr2yh006tvs4wasa379sp","cmnwcr36l006vvs4wkee7q1kj",""
"MLB3189013429","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Uno Vivace 2014 A 2021 Usada","ML-MLB3189013429","fallback-itemId","165","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcr3ql006xvs4w9qbm2uyq","cmnwcr3yn006zvs4wmozkjwfu",""
"MLB3189102377","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Uno Vivace 2010 A 2014 5202789","ML-MLB3189102377","fallback-itemId","125","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcr4iu0071vs4wwwsdn2ga","cmnwcr4qy0073vs4wteyb3ls6",""
"MLB3189017995","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Voyage G6 2013 2016 2122721","ML-MLB3189017995","fallback-itemId","220","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcr5az0075vs4wyqt41x8o","cmnwcr5j00077vs4wz13ij0p1",""
"MLB3189004031","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Uno Vivace Ano 2010 A 2014 Esquerdo Vermelho","ML-MLB3189004031","fallback-itemId","125","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcr62x0079vs4wkk6v6gzu","cmnwcr6b0007bvs4we49oasxz",""
"MLB3188191818","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Uno Vivace 2010 A 2014 5202788 Direito Vermelho","ML-MLB3188191818","fallback-itemId","136","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcr6v2007dvs4wxoshs6od","cmnwcr736007fvs4wja8gixs5",""
"MLB3189087385","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Uno Vivace 2014 Ate 2021","ML-MLB3189087385","fallback-itemId","165","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcr7nb007hvs4wpa0eza5v","cmnwcr7vg007jvs4w8et68tbl",""
"MLB3189078870","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Uno Vivace 2010 A 2014","ML-MLB3189078870","fallback-itemId","125","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcr8fh007lvs4wxn7xz6pe","cmnwcr8nj007nvs4wpdy11qzu",""
"MLB3189085494","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Uno Vivace 2014 Ate 2021","ML-MLB3189085494","fallback-itemId","165","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcr97i007pvs4w57q5o58a","cmnwcr9fn007rvs4wfcabxxgo",""
"MLB3188824630","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Uno Vivace 2014 A 2021 520389770","ML-MLB3188824630","fallback-itemId","165","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcr9zr007tvs4wy2owa7ss","cmnwcra7t007vvs4wd3sg6854",""
"MLB3191401087","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Uno Vivace Cód - 5202788 Direito Fumê","ML-MLB3191401087","fallback-itemId","125","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcrarv007xvs4w3n5q5sdz","cmnwcrazz007zvs4w7haixiio",""
"MLB3188258749","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Uno Vivace 2010 A 2014 5202788 Direito Vermelho","ML-MLB3188258749","fallback-itemId","136","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcrbk40081vs4wmn7nxuh6","cmnwcrbs30083vs4wq891m67k",""
"MLB3188025512","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Fiat Uno Vivace 2018-cód 520389760 Direito Fumê","ML-MLB3188025512","fallback-itemId","179","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcrcc60085vs4wxiiba6ea","cmnwcrckf0087vs4w21x51z02",""
"MLB3188427630","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Fiat Uno Vivace 2014 2018 520389760 Esquerdo Branco","ML-MLB3188427630","fallback-itemId","165","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwcrd4k0089vs4w93z9q73j","cmnwcrdcm008bvs4wxolnye7c",""
