itemId,account,category,title,originalTier,lastTier,lastH_cm,lastW_cm,lastL_cm,lastWeight_g,failingAxes,failureType,finalError,mlPanelLink
MLB3798001582,JOTABÊ AUTOPEÇAS,MLB101763,Porta Direita Corsa Classic 2p - Direita Direita,cat:MLB101763->XLARGE+catFloor,XXLARGE,30,70,100,18000,width;length;weight,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width; seller_package_length; seller_package_weight] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB3798001582
MLB4049570472,JOTABÊ AUTOPEÇAS,MLB101763,Porta Dianteira Esquerda Cobalt 2012 A 2019  Dianteira Esquerdo,cat:MLB101763->XLARGE+catFloor,XXLARGE,30,70,100,18000,width;length;weight,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width; seller_package_length; seller_package_weight] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB4049570472
MLB3430361521,JOTABÊ AUTOPEÇAS,MLB101763,Porta Traseira Direita Agile 2010 A 2014 Direito Traseira Traseira Direito,cat:MLB101763->XLARGE+catFloor,XXLARGE,30,70,100,18000,width;length;weight,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width; seller_package_length; seller_package_weight] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB3430361521
MLB4081821674,JOTABÊ AUTOPEÇAS,MLB101763,Porta Traseira Esquerda Corsa Classic 2005 A 2016  Traseira Esquerdo,cat:MLB101763->XLARGE+catFloor,XXLARGE,30,70,100,18000,width;length;weight,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width; seller_package_length; seller_package_weight] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB4081821674
MLB4081608588,JOTABÊ AUTOPEÇAS,MLB101763,Porta Dianteira Direita Meriva 2003 A 2012 Dianteira Direito,cat:MLB101763->XLARGE+catFloor,XXLARGE,30,70,100,18000,width;length;weight,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width; seller_package_length; seller_package_weight] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB4081608588
MLB4103619554,JOTABÊ AUTOPEÇAS,MLB101763,Porta Traseira Direita Hb20 2013 A 2019  Traseira Direito,cat:MLB101763->XLARGE+catFloor,XXLARGE,30,70,100,18000,width;length;weight,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width; seller_package_length; seller_package_weight] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB4103619554
MLB4107401014,JOTABÊ AUTOPEÇAS,MLB101763,Porta Traseira Direita Corsa 2003 A 2012  - Traseira - Direito,cat:MLB101763->XLARGE+catFloor,XXLARGE,30,70,100,18000,width;length;weight,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width; seller_package_length; seller_package_weight] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB4107401014
MLB4102416030,JOTABÊ AUTOPEÇAS,MLB101763,Porta Traseira Direita Corsa 2003 A 2012 Traseira Direito,cat:MLB101763->XLARGE+catFloor,XXLARGE,30,70,100,18000,width;length;weight,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width; seller_package_length; seller_package_weight] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB4102416030
MLB4120037638,JOTABÊ AUTOPEÇAS,MLB101763,Porta Dianteira Direita Celta Prisma 2006 A 2014 Dianteira Direito,cat:MLB101763->XLARGE+catFloor,XXLARGE,30,70,100,18000,width;length;weight,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width; seller_package_length; seller_package_weight] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB4120037638
MLB4128342572,JOTABÊ AUTOPEÇAS,MLB101763,Porta Direita Celta 2 Portas 2006 A 2014 Direito Dianteira Dianteira Direito,cat:MLB101763->XLARGE+catFloor,XXLARGE,30,70,100,18000,width;length;weight,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width; seller_package_length; seller_package_weight] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB4128342572
MLB4120392840,JOTABÊ AUTOPEÇAS,MLB101763,Porta Traseira Direita Tiggo 2 2016 A 2021  Traseira Direito,cat:MLB101763->XLARGE+catFloor,XXLARGE,30,70,100,18000,width;length;weight,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width; seller_package_length; seller_package_weight] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB4120392840
MLB4130699610,JOTABÊ AUTOPEÇAS,MLB101763,Porta Traseira Direita Agile 2009 A 2019 Traseira Direito,cat:MLB101763->XLARGE+catFloor,XXLARGE,30,70,100,18000,width;length;weight,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width; seller_package_length; seller_package_weight] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB4130699610
MLB4195059086,JOTABÊ AUTOPEÇAS,MLB101763,Porta Dianteira Direita Corsa  - Dianteira - Direito - Vinho Dianteira Direito Vinho,cat:MLB101763->XLARGE+catFloor,XXLARGE,30,70,100,18000,width;length;weight,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width; seller_package_length; seller_package_weight] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB4195059086
MLB5226775404,JOTABÊ AUTOPEÇAS,MLB101764,Paralama Esquerdo Volkswagen Gol Voyage G5 2009 A 2012,cat:MLB101764->XLARGE+catFloor,XXLARGE,30,70,100,18000,width;length,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width; seller_package_length] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB5226775404
MLB3873873125,JOTABÊ AUTOPEÇAS,MLB101765,Tampa Traseira Chevrolet Onix 2013 Vermelho,cat:MLB101765->XXLARGE+catFloor,cat:MLB101765->XXLARGE+catFloor,30,70,100,18000,height|width|length,ml-min-product,"Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_height, seller_package_width, seller_package_length] are too small for the product dimensions)",https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB3873873125
MLB4188871218,JOTABÊ AUTOPEÇAS,MLB115598,Botão Interruptor Vidro Elétrico Traseiro Gol Voyage G5 ,cat:MLB115598->TINY+catFloor,SMALL,15,15,15,600,weight,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_weight] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB4188871218
MLB3504877163,JOTABÊ AUTOPEÇAS,MLB115598,Botão Vidro Elétrico Gol Parati G3 2000 A 2005 377959855b,cat:MLB115598->TINY+catFloor,SMALL,15,15,15,600,height;weight,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_height; seller_package_weight] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB3504877163
MLB3504827005,JOTABÊ AUTOPEÇAS,MLB115598,Botão Vidro Elétrico Agile Celta Prisma Montana 94750716,cat:MLB115598->TINY+catFloor,SMALL,15,15,15,600,weight,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_weight] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB3504827005
MLB3868933137,JOTABÊ AUTOPEÇAS,MLB115598,Botão Vidro Elétrico Dianteiro Direito Uno Palio 100211364,cat:MLB115598->TINY+catFloor,SMALL,15,15,15,600,height,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_height] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB3868933137
MLB3929217829,JOTABÊ AUTOPEÇAS,MLB115598,Botão Vidro Elétrico Dianteiro Direitofiat Mobi 1.0 2021 ,cat:MLB115598->TINY+catFloor,SMALL,15,15,15,600,width;height;weight,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width; seller_package_height; seller_package_weight] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB3929217829
MLB3928971381,JOTABÊ AUTOPEÇAS,MLB115598,Botão Vidro Elétrico Traseiro Esquerdo Chevrolet Ônix,cat:MLB115598->TINY+catFloor,SMALL,15,15,15,600,height;weight,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_height; seller_package_weight] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB3928971381
MLB3973522013,JOTABÊ AUTOPEÇAS,MLB115598,Botão Comando Vidro Dianteiro Esquerdo Chevrolet Cruze 2017 ,cat:MLB115598->TINY+catFloor,SMALL,15,15,15,600,height;weight,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_height; seller_package_weight] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB3973522013
MLB4309743896,JOTABÊ AUTOPEÇAS,MLB116012,Capa Volante Peugeot 206 207,fallback:SMALL+catFloor,MEDIUM,25,25,25,2000,width;height,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width; seller_package_height] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB4309743896
MLB5189133184,JOTABÊ AUTOPEÇAS,MLB190953,Condensador Ar Condicionado Fox Voyage Gol G5 5z0820411e,fallback:SMALL+catFloor,MEDIUM,25,25,25,2000,width;height,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width; seller_package_height] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB5189133184
MLB5217692134,JOTABÊ AUTOPEÇAS,MLB190976,Motor Partida Volkswagen Up Gol Voyage Saveiro,cat:MLB190976->MEDIUM+catFloor,LARGE,30,40,50,5000,weight,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_weight] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB5217692134
MLB5218792290,JOTABÊ AUTOPEÇAS,MLB190976,Motor Partida Hyundai Tucson 2.0,cat:MLB190976->MEDIUM+catFloor,LARGE,30,40,50,5000,weight,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_weight] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB5218792290
MLB3931852767,JOTABÊ AUTOPEÇAS,MLB190976,Motor Partida Volkswagen Up Gol Voyage Saveiro,cat:MLB190976->MEDIUM+catFloor,LARGE,30,40,50,5000,weight,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_weight] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB3931852767
MLB3978908537,JOTABÊ AUTOPEÇAS,MLB191703,Hidrovácuo Ford Ka 2020,fallback:SMALL+catFloor,MEDIUM,25,25,25,2000,length;width;height;weight,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_length; seller_package_width; seller_package_height; seller_package_weight] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB3978908537
MLB5278806548,JOTABÊ AUTOPEÇAS,MLB191713,Suporte Guia Vidro Fiat Palio 2009 Dianteiro Esquerdo ,cat:MLB191713->SMALL_LONG+catFloor,MEDIUM,25,25,25,2000,length;width;height,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_length; seller_package_width; seller_package_height] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB5278806548
MLB4341228706,JOTABÊ AUTOPEÇAS,MLB191714,Máquina Vidro Elétrica Dianteira Esq Fiat Mobi 2017 A 2020,cat:MLB191714->SMALL+catFloor,MEDIUM,25,25,25,2000,height,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_height] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB4341228706
MLB4375994906,JOTABÊ AUTOPEÇAS,MLB191714,Máquina Vidro Elétrico Dianteira Direita Mobi 2016 A 2022,cat:MLB191714->SMALL+catFloor,MEDIUM,25,25,25,2000,height;weight,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_height; seller_package_weight] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB4375994906
MLB3976665777,JOTABÊ AUTOPEÇAS,MLB192359,Flauta Combustível Volkswagen Spacefox 1.6 2014,cat:MLB192359->SMALL_LONG+catFloor,MEDIUM,25,25,25,2000,height,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_height] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB3976665777
MLB5273955510,JOTABÊ AUTOPEÇAS,MLB193531,Reservatório Radiador Fiat Mobi 2012,cat:MLB193531->SMALL+catFloor,MEDIUM,25,25,25,2000,height,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_height] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB5273955510
MLB3974813141,JOTABÊ AUTOPEÇAS,MLB193531,Reservatório Agua Radiador Fiat Mobi,cat:MLB193531->SMALL+catFloor,MEDIUM,25,25,25,2000,height,ml-min-product,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_height] are too small for the product dimensions),https://www.mercadolivre.com.br/anuncios/lista?filters=DEACTIVE&item_id=MLB3974813141
