itemId,account,category,title,derivedSku,skuSource,price,stock,h,w,l,weightKg,dimSource,mlCategoryLocalId,existingProductId,action,error
"MLB3174950876","JOTABÊ AUTOPEÇAS","MLB63846","Retrovisor Uno Vivace Direito Manual 2014 2015","ML-MLB3174950876","fallback-itemId","143","1","15","15","15","0.6","cat:MLB63846->SMALL","cmmwc3po206vjvsakoqtqu96t","","create-new",""
"MLB3175671523","JOTABÊ AUTOPEÇAS","MLB192566","Bico Injetor Fiat Mobi 55266449","ML-MLB3175671523","fallback-itemId","72","1","10","10","10","0.3","cat:MLB192566->TINY","cmmwbywuu030cvsakj1w868fe","","create-new",""
"MLB3189176379","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Uno Vivace 5202788","ML-MLB3189176379","fallback-itemId","136","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3189216682","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Uno Vivace 5202788 Direito Vermelho","ML-MLB3189216682","fallback-itemId","136","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3178192317","JOTABÊ AUTOPEÇAS","MLB22668","Bobina Ignição Kia Cerato/kia Soul/hb20 1.6 2730126010","ML-MLB3178192317","fallback-itemId","119","1","10","10","10","0.3","cat:MLB22668->TINY","cmmwbyvf602z6vsak89e5y7u4","","create-new",""
"MLB3175679909","JOTABÊ AUTOPEÇAS","MLB22668","Bobina Ignição Honda New Fit 1.4 16v City 1.5 16v Cm11-116","ML-MLB3175679909","fallback-itemId","98","1","10","10","10","0.3","cat:MLB22668->TINY","cmmwbyvf602z6vsak89e5y7u4","","create-new",""
"MLB3189105338","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Uno Vivace 2010 A 2014","ML-MLB3189105338","fallback-itemId","125","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3175725322","JOTABÊ AUTOPEÇAS","MLB192357","Tbi Fiat Argo Mobi 3 Cilindros 44gte3f4d","ML-MLB3175725322","fallback-itemId","251","1","15","15","15","0.6","cat:MLB192357->SMALL","cmmwbywwg030gvsakcglr48ww","","create-new",""
"MLB3175660570","JOTABÊ AUTOPEÇAS","MLB192566","Bico Injetor Fiat Mobi 55266449","ML-MLB3175660570","fallback-itemId","72","1","10","10","10","0.3","cat:MLB192566->TINY","cmmwbywuu030cvsakj1w868fe","","create-new",""
"MLB3175685478","JOTABÊ AUTOPEÇAS","MLB192566","Bico Injetor Fiat Mobi 55266449","ML-MLB3175685478","fallback-itemId","72","1","10","10","10","0.3","cat:MLB192566->TINY","cmmwbywuu030cvsakj1w868fe","","create-new",""
"MLB3185997713","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Lado Esquerdo Hb20 Cod: 924011s000","ML-MLB3185997713","fallback-itemId","186","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3185987562","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Lado Esquerdo Hb20 Cod: 924011s000","ML-MLB3185987562","fallback-itemId","186","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3189214755","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Uno Vivace 5202789 Esquerdo Vermelho","ML-MLB3189214755","fallback-itemId","136","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3185969556","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Hb20 924011s000 Original Usada","ML-MLB3185969556","fallback-itemId","158","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3178505221","JOTABÊ AUTOPEÇAS","MLB192362","Sensor Map Fiat Argo Cód: 261230268","ML-MLB3178505221","fallback-itemId","46","1","10","10","10","0.3","kw:TINY","cmmwc42ai075mvsakeg8w0mn0","","create-new",""
"MLB3147041768","JOTABÊ AUTOPEÇAS","MLB63846","Retrovisor Gol G6 Direito Manual","ML-MLB3147041768","fallback-itemId","119.44","1","15","15","15","0.6","cat:MLB63846->SMALL","cmmwc3po206vjvsakoqtqu96t","","create-new",""
"MLB3177890198","JOTABÊ AUTOPEÇAS","MLB22668","Bobina Ignição Renault Cod: 0 040 100 071","ML-MLB3177890198","fallback-itemId","93","1","10","10","10","0.3","cat:MLB22668->TINY","cmmwbyvf602z6vsak89e5y7u4","","create-new",""
"MLB3189217362","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Uno Vivace 5202788 Direito Vermelho","ML-MLB3189217362","fallback-itemId","136","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3189158348","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Uno Vivace 2010 A 2014 5202789","ML-MLB3189158348","fallback-itemId","125","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3178274821","JOTABÊ AUTOPEÇAS","MLB22668","Bobina Ignição Kia Cerato/kia Soul/hb20 1.6 2730126010","ML-MLB3178274821","fallback-itemId","119","1","10","10","10","0.3","cat:MLB22668->TINY","cmmwbyvf602z6vsak89e5y7u4","","create-new",""
"MLB3229153979","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Volkswagen Up 2014 A 2019 Direito Bicolor","ML-MLB3229153979","fallback-itemId","165","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3204044764","JOTABÊ AUTOPEÇAS","MLB7863","Farol Direito Fox Foco Simples 2010 A 2014 Com Detalhe Direito","ML-MLB3204044764","fallback-itemId","201","1","30","40","50","5","cat:MLB7863->LARGE","cmmwbywfd0303vsak4zdag3wd","","create-new",""
"MLB3226024353","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Chery Tiggo 2 Com Detalhe Esquerdo/motorista Bicolor","ML-MLB3226024353","fallback-itemId","185","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3208604896","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Ecosport 2004","ML-MLB3208604896","fallback-itemId","119","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3211987951","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Strada 6004792","ML-MLB3211987951","fallback-itemId","86","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3206806195","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Chery Tiggo Esquerda 2016 A 2022 Esquerdo Bicolor","ML-MLB3206806195","fallback-itemId","318","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3208607782","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Lado Esquerdo Traseira Astra 1999 A 2001","ML-MLB3208607782","fallback-itemId","79","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3229430003","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Lado Direito Volkswagen Paraty 90/96 Direito Tricolor","ML-MLB3229430003","fallback-itemId","28","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3203643426","JOTABÊ AUTOPEÇAS","MLB7863","Farol Fiat Uno Vivace Lado Direito Cód - 52038978 Direito","ML-MLB3203643426","fallback-itemId","346","1","30","40","50","5","cat:MLB7863->LARGE","cmmwbywfd0303vsak4zdag3wd","","create-new",""
"MLB3204037088","JOTABÊ AUTOPEÇAS","MLB7863","Farol Fox Direito Simples 05z1941006j Com Detalhe  Direito","ML-MLB3204037088","fallback-itemId","185","1","30","40","50","5","cat:MLB7863->LARGE","cmmwbywfd0303vsak4zdag3wd","","create-new",""
"MLB3223230926","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Tampa Lado Esquerdo Fox Ano 2015/2019","ML-MLB3223230926","fallback-itemId","185","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3229480898","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Volkswagen Up 2014 A 2019 Esquerdo Bicolor","ML-MLB3229480898","fallback-itemId","156","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3203755337","JOTABÊ AUTOPEÇAS","MLB7863","Farol Direito Fiat Uno Vivace 52039026 Esquerdo","ML-MLB3203755337","fallback-itemId","297","1","30","40","50","5","cat:MLB7863->LARGE","cmmwbywfd0303vsak4zdag3wd","","create-new",""
"MLB3211885139","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Clio ","ML-MLB3211885139","fallback-itemId","119","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3210847897","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Vw Fox/crossfox 2015 2021","ML-MLB3210847897","fallback-itemId","185","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3205979532","JOTABÊ AUTOPEÇAS","MLB7863","Farol Lado Esquerdo Toyota Etios Cód - 81150-9802 Esquerdo","ML-MLB3205979532","fallback-itemId","414","1","30","40","50","5","cat:MLB7863->LARGE","cmmwbywfd0303vsak4zdag3wd","","create-new",""
"MLB3210963854","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Fox Direito 2010 A 2014 Arteb Fumê","ML-MLB3210963854","fallback-itemId","145","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3206135949","JOTABÊ AUTOPEÇAS","MLB7863","Farol Ford Ecosport Esquerdo Fume Com Detalhe Esquerdo","ML-MLB3206135949","fallback-itemId","252","1","30","40","50","5","cat:MLB7863->LARGE","cmmwbywfd0303vsak4zdag3wd","","create-new",""
"MLB3229165054","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Lado Direito Gm Sonic 2012/2015  Direito Bicolor","ML-MLB3229165054","fallback-itemId","180","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3212100876","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Ford Ecosport Com Detalhe Ano 2013/2017 Direito Bicolor","ML-MLB3212100876","fallback-itemId","119","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3190210816","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Voyage G6  Importada  ","ML-MLB3190210816","fallback-itemId","125","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3193268275","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Hb20 Sedan Direito Original Usado","ML-MLB3193268275","fallback-itemId","158","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3193139183","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Hb20 Lado Esquerdo Cód - 9240115100 Esquerdo Vermelho","ML-MLB3193139183","fallback-itemId","145","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3191256234","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Tampa Traseira Esquerda Hb20 Hatch  Esquerdo/motorista Vermelho E Transparente","ML-MLB3191256234","fallback-itemId","79","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3190234016","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Gol G5  2009 2012 Direito Original","ML-MLB3190234016","fallback-itemId","107","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3190291173","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Gol G5 2008 A 2012 Com Detalhe ","ML-MLB3190291173","fallback-itemId","65","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3195863332","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Lado Direito Corsa Com Detalhes 2002/2005 Direito Fumê","ML-MLB3195863332","fallback-itemId","33","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3193399208","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Direita Celta 2006 A 2014 Com Detalhe Direito/passageiro Vermelho","ML-MLB3193399208","fallback-itemId","39","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3193851984","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Lado Direito Celta Ano 2001 Até 2007 Direito Vermelho","ML-MLB3193851984","fallback-itemId","79","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3191111531","JOTABÊ AUTOPEÇAS","MLB191726","Lanterna Tampa Traseira Esquerdo Hb20 Hatch","ML-MLB3191111531","fallback-itemId","86","1","30","80","100","18","kw:XXLARGE","cmmwbywi70305vsak6l10dwm1","","create-new",""
"MLB3198963455","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Fiat Uno Vivace   2014/2018 Cód393 Direito/passageiro Fumê","ML-MLB3198963455","fallback-itemId","179","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3193871375","JOTABÊ AUTOPEÇAS","MLB22645","Lantern Traseira Direita Corolla Com Detalhe Direito","ML-MLB3193871375","fallback-itemId","108","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3190242394","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Voyage G6 2013 A 2016 Lado Direito ","ML-MLB3190242394","fallback-itemId","145","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3191222198","JOTABÊ AUTOPEÇAS","MLB191726","Lanterna Tampa Traseira Direita Hb20 Hatch 92403-1s800","ML-MLB3191222198","fallback-itemId","79","1","30","80","100","18","kw:XXLARGE","cmmwbywi70305vsak6l10dwm1","","create-new",""
"MLB3193483302","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Celta Com Detalhe 2006 Até 2017  Direito Fumê","ML-MLB3193483302","fallback-itemId","40","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3193762783","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Celta Ano 2001 Até 2007 Cód - 93383662 Direito/passageiro Vermelho","ML-MLB3193762783","fallback-itemId","79.63","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3190897096","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Hb20 Lado Direito  Direito Fumê","ML-MLB3190897096","fallback-itemId","145","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3193834103","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Celta Com Detalhe Ano 2001 Até 2007  Direito Vermelho","ML-MLB3193834103","fallback-itemId","43","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3196065731","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Lado Esquerdo Hb20 Cód - 9240215100 Esquerdo Bicolor","ML-MLB3196065731","fallback-itemId","145","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3193861509","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Chevrolet Cruze Hatch Peça Paralela  Direito Vermelho","ML-MLB3193861509","fallback-itemId","129","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3191317815","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Esquerda Voyage G6","ML-MLB3191317815","fallback-itemId","145","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3189061518","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Voyage G6 2013 2016 2122721","ML-MLB3189061518","fallback-itemId","220","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3189013429","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Uno Vivace 2014 A 2021 Usada","ML-MLB3189013429","fallback-itemId","165","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3189102377","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Uno Vivace 2010 A 2014 5202789","ML-MLB3189102377","fallback-itemId","125","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3189017995","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Voyage G6 2013 2016 2122721","ML-MLB3189017995","fallback-itemId","220","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3189004031","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Uno Vivace Ano 2010 A 2014 Esquerdo Vermelho","ML-MLB3189004031","fallback-itemId","125","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3188191818","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Uno Vivace 2010 A 2014 5202788 Direito Vermelho","ML-MLB3188191818","fallback-itemId","136","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3189087385","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Uno Vivace 2014 Ate 2021","ML-MLB3189087385","fallback-itemId","165","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3189078870","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Uno Vivace 2010 A 2014","ML-MLB3189078870","fallback-itemId","125","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3189085494","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Uno Vivace 2014 Ate 2021","ML-MLB3189085494","fallback-itemId","165","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3188824630","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Uno Vivace 2014 A 2021 520389770","ML-MLB3188824630","fallback-itemId","165","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3191401087","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Uno Vivace Cód - 5202788 Direito Fumê","ML-MLB3191401087","fallback-itemId","125","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3188258749","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Uno Vivace 2010 A 2014 5202788 Direito Vermelho","ML-MLB3188258749","fallback-itemId","136","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3188025512","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Fiat Uno Vivace 2018-cód 520389760 Direito Fumê","ML-MLB3188025512","fallback-itemId","179","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3188427630","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Fiat Uno Vivace 2014 2018 520389760 Esquerdo Branco","ML-MLB3188427630","fallback-itemId","165","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3188250372","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Gol G6 Com Detalhe Usada","ML-MLB3188250372","fallback-itemId","132","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3188340812","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Uno Vivace 2010 A 2014 5202788 Direito Vermelho","ML-MLB3188340812","fallback-itemId","136","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3191328199","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Ford Ka 2009","ML-MLB3191328199","fallback-itemId","129","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3254745048","JOTABÊ AUTOPEÇAS","MLB22735","Lanterna Dianteira Del Rey/corsel Lado Esquerdo 83/91 Esquerdo Vermelho","ML-MLB3254745048","fallback-itemId","59","1","25","25","25","2","kw:MEDIUM","cmmwc416v074ivsakqbkvgguo","","create-new",""
"MLB3239247824","JOTABÊ AUTOPEÇAS","MLB114677","Ford Mondeo Mk Ii 1998 Traseira Esquerda/tail Lights ","ML-MLB3239247824","fallback-itemId","185","1","15","15","15","0.6","fallback:SMALL","cmmwbygnh02nbvsaku9c9r6r1","","create-new",""
"MLB3253892299","JOTABÊ AUTOPEÇAS","MLB7863","Farol Volkswagen Up 14/17 Lado Esquerdo  Esquerdo","ML-MLB3253892299","fallback-itemId","318","1","30","40","50","5","cat:MLB7863->LARGE","cmmwbywfd0303vsak4zdag3wd","","create-new",""
"MLB3228776435","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Lado Direito Gm Corsa  94/2004 Direito Bicolor","ML-MLB3228776435","fallback-itemId","86","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3254455552","JOTABÊ AUTOPEÇAS","MLB63548","Painel Instrumentos Fiat Argo 2020","ML-MLB3254455552","fallback-itemId","304","1","15","40","40","2","cat:MLB63548->MEDIUM_FLAT","cmmwc6amw08z6vsak6jxxbvke","","create-new",""
"MLB3250422437","JOTABÊ AUTOPEÇAS","MLB7863","Farol Ford Escort 84/86 Lado Esquerdo Original  Esquerdo","ML-MLB3250422437","fallback-itemId","119","1","30","40","50","5","cat:MLB7863->LARGE","cmmwbywfd0303vsak4zdag3wd","","create-new",""
"MLB3243691873","JOTABÊ AUTOPEÇAS","MLB63846","Retrovisor Direito Ford Mondeo 1998","ML-MLB3243691873","fallback-itemId","101","1","15","15","15","0.6","cat:MLB63846->SMALL","cmmwc3po206vjvsakoqtqu96t","","create-new",""
"MLB3245593327","JOTABÊ AUTOPEÇAS","MLB22645","Circuito Lanterna Traseira Up / Lado Esquerdo / Original  Direito","ML-MLB3245593327","fallback-itemId","17","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3245634839","JOTABÊ AUTOPEÇAS","MLB22645","Circuito Lanterna Traseira Up 2012 A 2018 / Lado Direito  Direito","ML-MLB3245634839","fallback-itemId","17","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3247408241","JOTABÊ AUTOPEÇAS","MLB7863","Farol Lado Direito Ford Ecosport Original 08/12 Com Detalhe Esquerdo","ML-MLB3247408241","fallback-itemId","145","1","30","40","50","5","cat:MLB7863->LARGE","cmmwbywfd0303vsak4zdag3wd","","create-new",""
"MLB3257231308","JOTABÊ AUTOPEÇAS","MLB63463","Chave De Seta Gol G8","ML-MLB3257231308","fallback-itemId","201","1","15","15","15","0.6","fallback:SMALL","cmmwc49bq07bfvsak904zc5b6","","create-new",""
"MLB3254319201","JOTABÊ AUTOPEÇAS","MLB7863","Farol Fox 10//14 Lado Esquerdo Original Com Detalhe Esquerdo","ML-MLB3254319201","fallback-itemId","212","1","30","40","50","5","cat:MLB7863->LARGE","cmmwbywfd0303vsak4zdag3wd","","create-new",""
"MLB3243787763","JOTABÊ AUTOPEÇAS","MLB456155","Lanterna Dianteira Esquerda F250 F350  1999/2005 Cm Detalhe Laranja","ML-MLB3243787763","fallback-itemId","79","1","25","25","25","2","kw:MEDIUM","cmmwbz6880387vsak9f36eq3x","","create-new",""
"MLB3243211829","JOTABÊ AUTOPEÇAS","MLB63736","Grade Churrasqueira Dianteira Renault Kwid  Original ","ML-MLB3243211829","fallback-itemId","165","1","15","40","40","2","cat:MLB63736->MEDIUM_FLAT","cmmwbyrq702w7vsakz8hs1ry7","","create-new",""
"MLB3229116451","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Sonic ","ML-MLB3229116451","fallback-itemId","165","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3279243114","JOTABÊ AUTOPEÇAS","MLB7863","Farol Ford Escort 84/86 Lado Esquerdo Original  Esquerdo","ML-MLB3279243114","fallback-itemId","119","1","30","40","50","5","cat:MLB7863->LARGE","cmmwbywfd0303vsak4zdag3wd","","create-new",""
"MLB3242413934","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Direita Ford Ka 2000","ML-MLB3242413934","fallback-itemId","129","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3243283275","JOTABÊ AUTOPEÇAS","MLB6170","Aplique Lateral Lado Esquerdo Ford Fiesta ","ML-MLB3243283275","fallback-itemId","165","1","10","10","50","0.8","cat:MLB6170->SMALL_LONG","cmmwbyhmy02o6vsakox7jrztj","","create-new",""
"MLB3229126577","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Traseira Esquerda Jeep Renegade 2016 2020 ","ML-MLB3229126577","fallback-itemId","318","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB3262587219","JOTABÊ AUTOPEÇAS","MLB7863","Farol Honda Hrv 16/17 Lado Esquerdo Original Com Detalhe  Esquerdo","ML-MLB3262587219","fallback-itemId","318","1","30","40","50","5","cat:MLB7863->LARGE","cmmwbywfd0303vsak4zdag3wd","","create-new",""
"MLB3311610730","JOTABÊ AUTOPEÇAS","MLB7863","Farol Etios Direito 2012 A 2019 Original Com Detalhe Direito","ML-MLB3311610730","fallback-itemId","232.26","1","30","40","50","5","cat:MLB7863->LARGE","cmmwbywfd0303vsak4zdag3wd","","create-new",""
